No Document,Description,W,Keyword W,Keyword BOW,Keyword Gabung,hasilW,Kemiripan,True Positif,True Negative
148,polisi menangkap salah pelaku aksinya rambi rekannya dpo buron perampokan sadis disertai pemerkosaan tangkap kemarin kasat reskrim polres lawang akp m tohirin konfirmasi tohirin penangkapan senin kemarin polisi informasi keberadaan pelaku buron tersangka berperan pemukul korban kejadian tkp pelaku perannya memukul korban keberadaannya ketahui perjalanan sikap talang padang kendaraan pencegatan penangkapan tersangka tohirin ditangkap tersangka melarikan tindakan terukur kakinya terangnya tohirin diinterogasi tersangka mengakui perampokan sadis pasutri talang padang peran tersangka memukul korban tersangka mengakui perbuatannya terlibat pelaku buru tersangka ditahan dijerat tindak pidana pencurian kekerasan pasal kuhp ancaman hukuman penjara pasangan suami istri pasutri lawang sumatera selatan sumsel ms de korban perampokan sadis pelaku diduga membacok ms memperkosa de laporan korban ditindaklanjuti polsek ulu musi kapolres lawang akbp wahyu konfirmasi perampokan kebun kawasan tangga sikap sabtu kapolsek ulu musi akp m yusuf lubis pasutri berkebun peristiwa pasutri berkebun tkp pondok orang terduga pelaku langsung menyekap menutup kepala memukul membacok suaminya ms yusuf terduga de diduga ditarik salah pelaku arah pondok de disetubuhi pelaku pelaku kabur menyekap korbannya membawa barang berharga korban unit motor karung kopi uang rp ribu unit ponsel sambung yusuf warga mendapati pasutri posisi disekap membawa kantor polisi,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['menangkap', 'akp', 'kemarin', 'pelaku', 'mengaku', 'kapan']",[0.29863642], , 
149,anggota hasil pemeriksaan tim menetapkan orang satpol pp pemkot batam tersangka memiliki tugas peran berbeda tindak pidana pemerasan pengemis penyandang disabilitas kabid humas polda kepri kombes harry goldenhardt siaran persnya jumat pemerasan terungkap video viral media sosial video pengemis bernama slamet pengakuan slamet duduk kursi roda mengaku ditangkap oknum dinas sosial pemkot batam ditangkap diperas penghasilannya polisi turun tangan polisi mengamankan anggota satpol pp batam diduga terlibat pemerasan penyelidikan orang dilepaskan terlibat orang ditetapkan tersangka ketiga tersangka berinisial su pns satpol pp kota batam aa pekerja kontrak dinas sosial pemkot batam rm pegawai honorer satpol pp batam polisi pemerasan tersangka memeras uang korban juli oktober tindak pidana pemerasan juli oktober uang diambil pengemis bervariasi rp ribu rp ribu harry,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['hasil', 'mengaku', 'tangan']",[0.29863642], , 
150,asn pengusaha kos m menceritakan melaporkan sm m uang jaga malam kosan miliknya rumah kontrakan kamar kos dibangun orang tua siskamling lokasi sepakat membayar uang jaga malam rumah kontrakan rp ribu rumah kos kosan rp ribu kosan m wartawan senin seiring perjalanan waktu m pengurus siskamling wilayah kosan miliknya berubah sm mengatasnamakan siskamling membahas iuran jaga malam kos kosan miliknya si sm nggak kenal kabarnya orang tuanya situ dugaan situ september wib datanglah kosan ds menghitung kamar mamak situ singgahlah tempat jaga kos sm marah penjaga kos kosan pergi meninggalkan lokasi sm lokasi kos menutup akses masuk lokasi kos m akses masuk ditutup jalan utama kosan miliknya jalan penutupan menyebabkan penghuni kos pindah singkat cerita m dialog sm difasilitasi unsur pemerintah m sm membuka akses masuk sembilan syarat sebahagian sarat uang iuran jaga malam rp ribu kamar kos berisi kamar kos kontrakan ditotal rp juta ms mengaku menawar pembayaran rp juta ditolak laporan polrestabes diberitakan sm dilaporkan polisi diduga pemerasan pengusaha kos kabid humas polda sumut kombes hadi wahyudi konfirmasi laporan terkait dugaan pemerasan pengusaha kos asn pemprov sumut senin hadi kepolisian memanggil klarifikasi penyelidikan kepolisian penyelidikan memanggil saksi klarifikasi,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]",['mengaku'],[0.29863642], , 
151,permohonan rehabilistasi komedian hasil tat direhabilitasi dirnarkoba polda metro jaya kombes mukti juharsa wartawan senin mukti menyebut fico menjalani rehabilitasi pekan direhabilitasi rumah sakit ketergantungan obat rsko cibubur minggu enam rsko cibubur mukti keluarga fico fachriza mengajukan permohonan rehabilitasi terkait narkotika menjeratnya fico fachriza resmi dijadikan tersangka penyalahgunaan tembakau sintetis gorilla fico fachriza ditangkap kamis wib tembakau sintetis barang bukti penangkapan komika pemasok barang haram radar polisi,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['hasil', 'kamis', 'kapan']",[0.29863642], , 
152,perempuan berinisial aw diduga identitas pelaku kantongi pengejaran dugaan pelaku dikantongi orang kapolsek sawah kompol maulana muqarom dikonfirmasi jumat kompol maulana pelaku orang korban maulana penjelasan terkait identitas pelaku dugaannya kenal tempat kejadian perkara rumahnya kontrakan korban ditemukan tewas wib sore polisi menduga hasil olah tkp dugaannya korban dibunuh diperkosa kompol maulana peristiwa kawasan mangga selatan sawah jakarta pusat ketua rt kamarut zaman menyebut aw ditemukan kali kakaknya wib nggak kronologis posisinya informasi kakaknya pagi korban telepon nggak kakak korban kosan korban pas kakaknya,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['hasil', 'ditemukan', 'pelaku']",[0.29863642], , 
153,wanita muda dilansir rekaman video beredar media sosial diverifikasi independen korban wajahnya dihitamkan tinta rambutnya dipotong didorong dicemooh wanita orang orang menonton bersorak sibuk merekam ponsel korban wanita muda berusia menikah memiliki anak berusia deputi komisioner kepolisian r sathiyasundaram menyebut insiden distrik shahdara new delhi timur rabu waktu sathiyasundaram insiden akibat perseteruan tetangga detail pemicu insiden laporan media lokal menyebut remaja laki laki berusia kerabat pelaku tewas bunuh melompat kereta melaju korban menolak cintanya orang ditangkap anak umur diadili warga dewasa keluarga video video wanita garis sathiyasundaram,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]",['pelaku'],[0.29863642], , 
154,peristiwa kamis malam momen korban mengadu kepolisian diunggah akun resmi media sosial tim patroli perintis presisi polda metro jaya lari motornya pelaku ditinggal korban mengadu anggota tim patroli perintis presisi polda metro jaya jumat unggahan driver ojol dibegal orang anak muda handphone miliknya raib digondol pelaku bersamaan tim polisi korban menyebut motor pelaku tertinggal lokasi kejadian sigap tim patroli perintis presisi polda metro jaya lokasi kejadian singkat cerita polisi berhasil menemukan motor terduga pelaku lokasi pencarian komplotan begal lokasi video unggahan motor pelaku langsung disita petugas polsek cempaka putih polisi menyelidki terduga pelaku melarikan tim patroli perintis presisi polda metro jaya tim digagas kapolda metro jaya irjen fadil imran tim dilatih kemampuan teknis pengetahuan hukum ham wilayah jakarta aman tindakan kejahatan,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['hasil', 'kamis', 'pelaku']",[0.29863642], , 
155,calon kepala desa kades pamekasan madura dibacok orang dikenal selasa wib akibat bacokan korban mengalami luka parah leher perut berdasarkan informasi leher pelaku mengendarai pikap membacok perut korban luka leher perut korban membuatnya bersimbah darah meninggal pangkuan istrinya kapolres pamekasan akbp rogib trianto mengaku pendalaman selidiki pendalaman kejadian dikonfirmasi kamis selasa sore wib miarto sang cakades perjalanan rumah mertuanya membonceng istrinya sepeda motor pembunuhan desa ponjanan barat batu bintang jalan raya desa ponjanan barat sepeda motornya dipepet pikap dikendarai orang dikenal miarto berhenti pengendara pikap mobil langsung membacok cakades bertarung pilkades april polres pamekasan menangani pembunuhan cakades kapolres pamekasan akbp rogib trianto sayangnya keterangan pendalaman,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['kamis', 'pelaku', 'mengaku']",[0.29863642], , 
156,temuan polisi keterangan korban si pemilik jari pelaku begal proses pencarian aparat kepolisian ditemukan warga kamis siang kemarin ditelusuri potongan jari berasal pria dibegal iya korban situ pencurian kekerasan pencurian polisi korban mengaku dibegal pelaku janjian dengannya korban pelaku janjian transaksi malam subuh wib informasi korban cod an jual handphone janjianlah situ ponsel korban langsung dirampas korban diserang senjata tajam jarinya putus kena sabetan dirampas,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['ditemukan', 'kamis', 'kemarin', 'pelaku', 'mengaku']",[0.29863642], , 
157,meluncurkan layanan panggilan darurat warga mengakses nomor membutuhkan bantuan kedaruratan panggilan berkaitan kedaruratan diharapkan dilayani warga layanan kecelakaan kebakaran kriminalitas orang sakit darurat wali kota pasuruan saifullah yusuf gus ipul kamis petugas berusaha layanan cepat mencegah korban jiwa kerugian bangunan layanan darurat diakses jam layanan terintegrasi layanan kedaruratan rumah sakit ambulans pemadam kebakaran kepolisian terang gus ipul jajarannya mensosialisasikan layanan dimanfaatkan masyarakat masyarakat menyalahgunakan nomor panggilan bebas biaya dipakai iseng kena sanksi pungkas gus ipul kota pasuruan daerah indonesia jawa timur menyelenggarakan call center masyarakat diharapkan memanfaatkan layanan resmi,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]",['kamis'],[0.29863642], , 
158,artis dangdut terjerat penyalahgunaan narkotika resmi menjalani rehabilitasi direhabilitasi bnnk jaksel kasat narkoba polres metro jakarta selatan kompol ahmad akbar konfirmasi minggu velline chu ditetapkan tersangka narkoba jenis sabu velline chu mengajukan permohonan rehabilitasi narkoba permohonan rehabilitasi akbp ahmad akbar konfirmasi selasa polisi alasan velline chu mengkonsumsi sabu kekerasan rumah tangga kdrt mantan suaminya dalih velline chu memakai sabu alasannya menghilangkan trauma sakit bersangkutan mengalami kdrt suaminya kabid humas polda metro jaya kombes zulpan velline chu ditangkap satuan narkoba polres metro jakarta selatan ditangkap rumahnya perumahan citra grand jatikarya bekasi sabtu velline chu ditangkap bareng suaminya bernama budi hartono berdasarkan pemeriksaan tes urine berdua berdua positif narkoba jenis sabu kabid humas polda metro jaya kombes endra zulpan polres jaksel senin velline chu penyanyi dangdut single lagu berjudul begal cinta membuatnya dijuluki ratu begal,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]",[],[0.29863642], , 
159,insiden dilansir afp jumat insiden kepala polisi collierville dale lane korban tewas pelaku penembakan dilaporkan bunuh aksinya luka tembak dale lane wartawan lane korban mengalami luka serius memperingatkan korban tragedi meningkat kekuatan s w a t tim berkumpul supermarket mengamankan daerah polisi pergi lorong lorong membantu karyawan pembeli mengevakuasi gedung lane kabarnya penembakan lokasi dipicu kerusuhan toko kelontong kroger menggambarkan kejadian mengerikan toko mengaku menemukan orang orang bersembunyi lemari es kantor terkunci lane pelaku penembakan karyawan kroger menyebut insiden penembakan diselidiki fbi lembaga,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['pelaku', 'mengaku', 'pelaku penembakan']",[0.29863642], , 
160,pria kediri pelaku rianto dusun bangunmulyo desa pojok wates kabupaten kediri pelaku membacok ibunya kedengar bertengkar ibunya dibacok ibunya adiknya tetangga dibacok orang misah dibacok aris setiawan warga saksi mata peristiwa wib orang korban pembacokan pelaku dilaporkan tewas pelaku aris pelaku pembacokan membabi buta menghitung korbannya menyebut orang dibawa rumah sakit orang tewas dibacok rumah dibacok orang meninggal infonya bertambah aris,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]",['pelaku'],[0.29863642], , 
161,polisi menangkap orang diduga pelaku keempat orang ditangkap ah ad ca jh orang ditangkap lokasi persembunyian kawasan kecamatan pasie raya aceh jaya ah tewas ditembak polisi kabid humas polda aceh kombes winardy menyebut keempat pelaku berbeda jh memantau pelaku ah ad diduga keras perencana penembakan pospol winardy wartawan selasa winardy penggerebekan lokasi persembunyian ketiga pelaku polisi pengintaian pekan proses penangkapan ketiga pelaku tim gabungan ditreskrimum polda aceh satreskrim polres aceh barat densus satgaswil aceh senin proses penangkapan ad menusuk polisi sangkur polisi ditusuk mengalami luka ketiak kiri ad ditembak kakinya,when,Kapan waktu peristiwa tersebut,"['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']","[['polsek kembangan', 'jakarta barat', 'kembangan jakarta', 'ribu ferdo', 'ferdo ferdo', 'ormas ferdo', 'ribu uang', 'oknum ormas', 'bilang ormas', 'bilang oknum'], ['alex', 'menangkap', 'luruskan', 'hasil', 'ditemukan', 'bermain', 'aktivitas', 'pemain', 'tunggal', 'kanit', 'akp', 'elfianto', 'kamis', 'kemarin', 'bilangnya', 'dalami', 'pemalakan', 'tangan', 'disanggupi', 'perusahaan', 'amplop', 'disobek', 'kejadian', 'keberatan', 'juta'], ['menghubungi', 'menyebut pelaku', 'keberatan', 'tersangka keberatan', 'mengembuskan', 'menangkap db', 'pengumpulan', 'berpapasan pelaku', 'pelaku', 'ferdo pemalakan', 'mengaku', 'pelaku penembakan', 'mengirimkan', 'pelaku diungkap', 'mengumpulkan', 'pencarian pengumpulan', 'penembakan', 'korban menghubungi', 'tersangka', 'langsung meraba'], ['kapankah', 'kapan', 'apakah', 'kenapa', 'mengapakah', 'akankah', 'ketika', 'masanya', 'dizaman', 'apabila']]","['menangkap', 'pelaku', 'kapan']",[0.29863642], , 
